idx,単語,target
30610,バイザー,2
30611,OGIO,2
30612,吉佐美,1
30613,緒方,1
30614,FESTIVAL,1
30615,野外,1
30616,Red,2
30617,パター,3
30618,ダダ,3
30619,長親,2
30620,萬斎,2
30621,田沼,1
30622,文乃,1
30623,配備,1
30624,MISSION,2
30625,密輸,1
30626,船員,1
30627,触発,2
30628,憑,1
30629,ビヨンド,2
30630,炭水,2
30631,ロラックス,1
30632,メガロス,1
30633,屋台,1
30634,ren,1
30635,ai,1
30636,column,1
30637,Avene,1
30638,快眠,3
30639,ユメミ,1
30640,もぐさ,1
30641,座右,1
30642,表側,1
30643,OMAP,2
30644,Ice,2
30645,手裏,1
30646,昨冬,2
30647,comfort,1
30648,Getting,1
30649,around,1
30650,TokyoSkytree,1
30651,GINGERBREAD,2
30652,smartphone,2
30653,lounge,1
30654,転入,1
30655,MIRACH,1
30656,TIMEATTACK,1
30657,DEADLINE,1
30658,Sweety,1
30659,いいわけ,1
30660,Walkman,1
30661,季刊,1
30662,Blow,1
30663,落ち物,2
30664,珠,1
30665,デコレメール,1
30666,nbsp,2
30667,フトバンクモバイル,1
30668,HVGA,2
30669,ST,2
30670,フィア,1
30671,Glass,2
30672,Sphere,1
30673,Vega,1
30674,エコタクドットコム,1
30675,nsp,1
30676,JP,3
30677,シミュレート,1
30678,3143,1
30679,ハッスル,1
30680,エレメント,4
30681,ウィー,1
30682,球威,1
30683,NOSAWA,1
30684,愛川,2
30685,山里,1
30686,ジョン・ジュンハ,1
30687,パンチラ,1
30688,撤収,2
30689,拿捕,1
30690,南方,1
30691,ミヤコ,1
30692,見極め,1
30693,シャットアウト,1
30694,トモ,1
30695,牛肉,3
30696,雅之,1
30697,ジェイミー,3
30698,リリ,1
30699,溜息,1
30700,美月,3
30701,いぼ痔,1
30702,痔核,1
30703,切れ痔,1
30704,裂肛,1
30705,チャレンジング,1
30706,Image,1
30707,Softbank,2
30708,plus,3
30709,all,3
30710,ジジイ,1
30711,フリース,1
30712,協業,2
30713,記号,2
30714,ピンタ,1
30715,アルパカ,1
30716,GoogleDrive,1
30717,start,1
30718,TimeCommand,1
30719,ファンクション,1
30720,絞り込み,1
30721,蟲,1
30722,305,1
30723,iCelsius,1
30724,サファリ,1
30725,Mugen,1
30726,ファンディング,1
30727,IMAP,1
30728,TERU,1
30729,寄り,1
30730,運送,1
30731,商用,2
30732,対角,1
30733,バンカー,2
30734,ブリヂストン,1
30735,Widget,2
30736,磯浜,1
30737,スーク,2
30738,ビュッフェ,3
30739,ゴルコン,1
30740,コロニー,1
30741,苗字,1
30742,マロニエ,1
30743,ベイリー,3
30744,KENJIIKEDA,1
30745,リリアン,1
30746,尻尾,1
30747,ギース,1
30748,743,1
30749,ツンデレ,3
30750,抱っこ,2
30751,グッモーエビアン,1
30752,触手,1
30753,水域,1
30754,キズム,1
30755,trash,1
30756,アシュラ,1
30757,ディクテーター,1
30758,ジーン,1
30759,フランケン,1
30760,ウィニー,1
30761,ヴィクター,1
30762,口撃,1
30763,レイジ,1
30764,シルベスター,1
30765,カトレア,2
30766,ディケイド,1
30767,海東,1
30768,フロスト,1
30769,Salon,3
30770,Beaute,1
30771,project,1
30772,つや,2
30773,ホワイティシモ,1
30774,つぐみ,1
30775,野宮,1
30776,天狗,1
30777,Chantal,1
30778,Thomass,1
30779,マイスター,1
30780,キトサン,1
30781,ブラッシャー,1
30782,ユダヤ,3
30783,alarm,1
30784,三つ編み,1
30785,ブロー,1
30786,上下巻,3
30787,Dev,1
30788,Alpha,1
30789,XPERIA,2
30790,Honeycomb,2
30791,Kies,2
30792,ホセ,1
30793,布施,2
30794,繁樹,2
30795,176,2
30796,miniUIM,2
30797,1211,1
30798,UMTS,2
30799,GPRS,2
30800,DASH,2
30801,pixel,1
30802,263,2
30803,落とし,3
30804,シアン,2
30805,1650,2
30806,PALETTE,1
30807,xi,1
30808,pop,1
30809,music,3
30810,Silicon,2
30811,SCORE,1
30812,STANDARD,1
30813,EXTRA,2
30814,TBi,1
30815,アルバー,1
30816,DRAGON,1
30817,BALL,1
30818,きせかえ,1
30819,405,2
30820,全角,1
30821,雑踏,2
30822,Sensation,1
30823,PlayStationVita,1
30824,ハービス,1
30825,USIM,2
30826,MARKET,2
30827,Pixel,2
30828,Art,2
30829,WATERPROOF,2
30830,TYPE,1
30831,JK,1
30832,Shin,1
30833,Racer,1
30834,空き瓶,1
30835,13,1
30836,Level,2
30837,shimajiro,2
30838,AFFARE,1
30839,ダリア,1
30840,ゴゴゴ・ドドド・ジョジョ,1
30841,京太郎,1
30842,進退,1
30843,技量,1
30844,ボイコット,2
30845,浅香,1
30846,ICPO,1
30847,生い立ち,1
30848,心神,1
30849,ブライド,3
30850,如何,1
30851,ムーヴ,1
30852,コンテ,1
30853,カクカクトクトクフェア,1
30854,フェロモン,2
30855,栄美子,1
30856,チエ,3
30857,威嚇,1
30858,フラッシング,1
30859,ヤマシタ,1
30860,ジェシー,1
30861,給油,1
30862,ユイコ,2
30863,ウツ,2
30864,モルモット,1
30865,表裏,1
30866,大腸,1
30867,寝坊,1
30868,純真,3
30869,暗黙,2
30870,インテリ,2
30871,暇潰し,1
30872,ディラン,1
30873,くじ引き,2
30874,隣り合わせ,2
30875,春菜,2
30876,千代子,1
30877,全域,2
30878,モトコ,2
30879,枠組み,1
30880,瑞子,1
30881,ヒロアキ,1
30882,巻き毛,1
30883,土金,1
30884,さん付け,1
30885,イクミ,1
30886,そばかす,1
30887,カナコ,1
30888,りさ,1
30889,パーソナリティ,2
30890,所沢,1
30891,穴痔,1
30892,痔瘻,1
30893,排便,2
30894,生乾き,2
30895,Duo,1
30896,GALLERIA,1
30897,祐,2
30898,ドウェーブ,1
30899,VHS,2
30900,ActiveImage,1
30901,まんまる,2
30902,目々,2
30903,ミスリード,1
30904,Lord,1
30905,knows,1
30906,why,1
30907,there,1
30908,show,1
30909,amazing,1
30910,マニラ,1
30911,もちもの,2
30912,ESSID,1
30913,乱,1
30914,microATX,1
30915,VOD,1
30916,総計,2
30917,駒場,1
30918,ボロ儲け,1
30919,パチスロ,2
30920,抜け道,1
30921,Command,2
30922,Keyboard,3
30923,並び替え,2
30924,マイコン,2
30925,茂木,3
30926,Kbps,2
30927,比重,1
30928,身売り,4
30929,乗っ取り,1
30930,Energy,1
30931,Management,1
30932,SSPF,1
30933,ECHONET,1
30934,熊楠,1
30935,Serial,1
30936,ATA,1
30937,類似,1
30938,465,2
30939,アメジスト,1
30940,鍵盤,1
30941,モーグ,1
30942,旋律,1
30943,スクラップ,3
30944,食い,2
30945,GalaxyNote,2
30946,各色,2
30947,コジマ,1
30948,斜光,1
30949,MARLEY,1
30950,エコポンパ,1
30951,AVIC,1
30952,VH,1
30953,ハグビー,1
30954,バイブレーション,2
30955,プロパン,1
30956,ザク,1
30957,EAGLE,2
30958,VIEW,2
30959,くぼみ,1
30960,Sense,2
30961,LONA,1
30962,アベレージ,2
30963,FH,1
30964,バレリアナ,1
30965,VDA,1
30966,ライフセーバー,1
30967,南伊豆,1
30968,セービング,1
30969,好況,1
30970,ネガ,2
30971,ポジ,1
30972,弁理,2
30973,Ｎ,2
30974,石渡,1
30975,640,2
30976,ケンジイケダ,1
30977,介添,1
30978,シュワ,2
30979,Juan,1
30980,ざま,1
30981,豊臣,3
30982,impossible,1
30983,政信,1
30984,マッド,2
30985,サイエンティスト,2
30986,肝試し,2
30987,クラスメート,1
30988,MOJO,2
30989,NAVYSEALS,2
30990,テアトル,3
30991,埋蔵,1
30992,ボーリング,3
30993,KOREA,1
30994,小南,1
30995,読みきかせ,1
30996,けもの,1
30997,デュッセルドルフ,1
30998,ワディヤ,1
30999,アラジーン,1
31000,ハト,1
31001,アムラー,1
31002,血の涙,2
31003,曇り,1
31004,赤ん坊,3
31005,デビー,1
31006,ビアーナ,2
31007,ライナー,1
31008,LTD,2
31009,重責,1
31010,Against,1
31011,AIDS,1
31012,倫代,1
31013,デザイナーズ,2
31014,グリーナコレクション,1
31015,サロン・ド・ボーテ,1
31016,そぞろ歩き,1
31017,千住,1
31018,娚,1
31019,海江田,1
31020,プリーズ,4
31021,ペダル,3
31022,ペダリング,1
31023,le,1
31024,coq,1
31025,1310,2
31026,上気,1
31027,エクサ,1
31028,1942,3
31029,Cycle,1
31030,トルソー,1
31031,編み込み,1
31032,鍼灸,1
31033,ブロンテ,1
31034,RIM,2
31035,Companion,1
31036,Wifi,1
31037,HIT,2
31038,魔球,2
31039,RANKING,1
31040,かぶり,1
31041,4460,2
31042,クレイドル,3
31043,えほん,2
31044,Solo,2
31045,GClue,1
31046,ベゼル,3
31047,EDGE,2
31048,Movies,1
31049,くのいち,1
31050,降水,2
31051,釣り針,1
31052,MCF,1
31053,Purple,2
31054,ミュージックプレイヤースマホ,2
31055,Sportio,2
31056,Precious,1
31057,ドコモスマートフォンカフェ,1
31058,5650,1
31059,RECORDS,1
31060,OPTIONS,1
31061,TUTORIAL,2
31062,エイサー,2
31063,取消,2
31064,ビジュアライザー,1
31065,Brown,1
31066,サイフケータイアプリ,2
31067,Update,2
31068,SAHRP,1
31069,SELECT,1
31070,DLC,2
31071,エチカ,3
31072,とげ,1
31073,乗り換え,2
31074,Mbp,2
31075,ラディアント,1
31076,クラッシー,1
31077,Sv,2
31078,QVGA,1
31079,HSDPA,2
31080,KYY,2
31081,虹,3
31082,ニシケン,2
31083,BluetoothPhone,2
31084,iTech,1
31085,セラミック,2
31086,弧,2
31087,Cure,4
31088,アイディアルラウンドブリリアントカット,1
31089,Corp,2
31090,mobiler,2
31091,グロッシー,1
31092,808,2
31093,別製,1
31094,裏ぶた,1
31095,八百,1
31096,近親,2
31097,藤岡,2
31098,在京,1
31099,ノア,1
31100,田野,1
31101,スランプ,1
31102,山岸,2
31103,卑劣,3
31104,一宮,1
31105,みのり,2
31106,青眼,1
31107,重工,1
31108,蔵入り,3
31109,チソン,2
31110,せいじ,3
31111,撃墜,1
31112,例文,1
31113,由利,1
31114,暗記,1
31115,シカ,1
31116,カキ氷,1
31117,保奈美,2
31118,麻子,1
31119,果歩,1
31120,美千代,1
31121,郁美,1
31122,右往,1
31123,左往,1
31124,ケイ,3
31125,切り,2
31126,ヤマモト,1
31127,五郎,1
31128,マア,1
31129,痛手,3
31130,若女将,1
31131,学級,1
31132,美穂子,1
31133,手管,1
31134,ビフォア,4
31135,Reva,1
31136,?,2
31137,隣接,3
31138,テント,3
31139,サエ,2
31140,1194,1
31141,さた,2
31142,ユキエ,1
31143,ひがみ,1
31144,小百合,1
31145,笑い声,2
31146,久恵,1
31147,ヒーリング,4
31148,手立て,2
31149,生ゴミ,1
31150,蛙,1
31151,スワン,2
31152,ミラ・クニス,1
31153,自慰,3
31154,必読,3
31155,仮眠,2
31156,葛西,2
31157,りいち,1
31158,箋,3
31159,ピリオド,1
31160,オーストラリアンラブラドゥードル,1
31161,蓉子,1
31162,療法,3
31163,ゾウ,2
31164,通じ,2
31165,ゲリ,1
31166,ベンピ,1
31167,モミジ,1
31168,モテル,1
31169,編み物,1
31170,せいよう,1
31171,和恵,1
31172,団塊,3
31173,ロハス,1
31174,セイコ,1
31175,紅潮,1
31176,呼出,2
31177,由梨,2
31178,兄妹,1
31179,名残,4
31180,カンケイ,1
31181,予習,3
31182,光り,1
31183,オラクル,3
31184,マサエ,1
31185,偕成,1
31186,新美,1
31187,南吉,1
31188,サンタ,4
31189,GNH,1
31190,啓祐,1
31191,ゴミ拾い,1
31192,身上,1
31193,マサ子,1
31194,ポニーテール,1
31195,杉並,1
31196,ツミ,2
31197,選好,4
31198,完治,1
31199,目尻,1
31200,白浮き,1
31201,晴天,2
31202,ＶＴＲ,1
31203,ユキコ,2
31204,栗原,2
31205,静脈,1
31206,おとぎ話,3
31207,ちょんまげ,1
31208,パヒューム,1
31209,メンヘル,1
31210,ストッパー,1
31211,アネッサ,1
31212,茶屋,2
31213,965,1
31214,3770,2
31215,新倉,1
31216,敬二郎,1
31217,lt,2
31218,gt,2
31219,HQ,1
31220,セグ,1
31221,比べもの,1
31222,Quick,2
31223,Unplug,1
31224,LCD,2
31225,DRM,2
31226,稼動,2
31227,ナイショ,3
31228,LikeLive,1
31229,パーン,3
31230,jubeat,1
31231,モグラ,1
31232,OASIS,1
31233,some,1
31234,very,1
31235,Pops,1
31236,軍隊,3
31237,old,1
31238,ジェロイ・マリガヤ・コンセプション,2
31239,ワウィ・ナバローザ,1
31240,Photography,1
31241,マドリッド,1
31242,Europeo,1
31243,メトロポリタン,3
31244,Docs,1
31245,Wondershare,1
31246,結合,2
31247,可変,1
31248,音群,1
31249,アレ,3
31250,エクスプレス,1
31251,アメックス,4
31252,山村,3
31253,雅昭,1
31254,全速,2
31255,Conquest,1
31256,347,1
31257,766,2
31258,Cross,1
31259,Fire,3
31260,わき役,1
31261,LGSmartTV,1
31262,常務,3
31263,MOVI,1
31264,スクェア,2
31265,Ⅰ,2
31266,昼過ぎ,2
31267,鉄塔,1
31268,ドワンゴ,2
31269,コンプリートガチャ,1
31270,YO,1
31271,ｊ,1
31272,臆面,1
31273,timecommand,1
31274,Unigine,1
31275,Heaven,1
31276,Dirt,1
31277,Option,1
31278,昇順,1
31279,降順,1
31280,猫好き,1
31281,Edu,2
31282,Fes,2
31283,エデュテックフェス,1
31284,新譜,1
31285,本紙,1
31286,745,1
31287,mdash,2
31288,スーパーコンピューター,1
31289,リソース,2
31290,Safego,1
31291,クロージャー,1
31292,HEMS,1
31293,BEMS,1
31294,センシング,1
31295,深津,2
31296,セーフティ,2
31297,棒状,1
31298,摂氏,1
31299,サイレン,1
31300,下限,1
31301,菌類,1
31302,ねんきん,1
31303,AU,1
31304,SDD,1
31305,残,1
31306,曇り空,1
31307,ネッツ,1
31308,やり直し,2
31309,足回り,1
31310,Doplr,1
31311,サファイア,4
31312,PENTAX,4
31313,マネージャ,2
31314,雑談,2
31315,異彩,3
31316,スクラップブック,2
31317,シーケンシャル,1
31318,頒布,2
31319,コメコ,1
31320,人型,1
31321,GSL,1
31322,コードレス,2
31323,TVR,2
31324,GLAY,3
31325,150,1
31326,じゅん,1
31327,ふか,1
31328,レゲエ,1
31329,DT,2
31330,SAM,3
31331,NAP,1
31332,VIEEB,1
31333,暢,2
31334,ECO,2
31335,POM,1
31336,Service,2
31337,抱き枕,1
31338,ヴイストン,1
31339,内包,3
31340,伝達,3
31341,3256,1
31342,並列,2
31343,内本,1
31344,暗,2
31345,見習い,1
31346,弾,2
31347,ヤダ,1
31348,ジブン,1
31349,闘牛,1
31350,茂樹,3
31351,Aquarium,1
31352,ＭＡＲＫ,1
31353,ＬＯＮＡ,1
31354,ロナ,1
31355,POLO,1
31356,Camo,1
31357,cap,1
31358,ＴＭＴ,1
31359,ｃｌａｓｓｉｃ,1
31360,エンブレム,1
31361,LINDEBERG,1
31362,半袖,1
31363,フランシスト・モークス,1
31364,ネイルカセッタ,1
31365,アメニティ,3
31366,ワンズ,1
31367,変わり者,4
31368,supported,2
31369,HOMME×DIY,2
31370,全問,2
31371,交易,1
31372,アブダビ,2
31373,飛び先,1
31374,ONOFF,1
31375,馬場,2
31376,全景,1
31377,畳敷き,1
31378,執務,2
31379,450,1
31380,FATBOY,1
31381,SLIM,1
31382,STEVE,1
31383,LAWLER,1
31384,STAGE,1
31385,Bull,2
31386,室,1
31387,エクステンデッドレンジ,1
31388,ボルト,2
31389,アイミーブ,1
31390,ハンセン,1
31391,Vivid,1
31392,マツダ,2
31393,ja,2
31394,ボディーガード,1
31395,グチャ,1
31396,フェイマス,1
31397,バニティ,1
31398,SELECTION,2
31399,ローディング,1
31400,抱腹,4
31401,絶倒,4
31402,小山,3
31403,始球,2
31404,釘宮,1
31405,モン,3
31406,918,1
31407,York,1
31408,Daily,2
31409,犬童,2
31410,シベリアン,1
31411,ハスキー,1
31412,槌音,1
31413,半神,1
31414,アフタヌーン,2
31415,日給,1
31416,永瀬,1
31417,正敏,1
31418,テイ,1
31419,混迷,4
31420,口唇,1
31421,スプラッター,2
31422,しょっぱな,1
31423,名台詞,2
31424,一作,2
31425,迎撃,1
31426,首謀,2
31427,ビン・ラディン,1
31428,SEALS,1
31429,ティザービジュアル,1
31430,入金,1
31431,シナ,2
31432,陸棚,3
31433,採掘,1
31434,ジウォン,3
31435,銃弾,3
31436,ラングス,1
31437,ウェルチ,1
31438,泰葉,1
31439,室町,1
31440,パルコ,2
31441,立像,1
31442,RG,1
31443,GFT,1
31444,コクピット,1
31445,モハメッド,1
31446,タイソン,1
31447,理大,1
31448,UCI,1
31449,ヴェルト,1
31450,鐘,1
31451,コーエン,2
31452,エリザベッタ・カナリス,1
31453,オサマ,1
31454,花菱,1
31455,若頭,1
31456,キアロスタミ,1
31457,渡仏,1
31458,空撮,2
31459,ホンと,1
31460,6617,1
31461,ノリス,1
31462,クロード,1
31463,置き場,1
31464,霊界,1
31465,勝ち運,1
31466,増上,3
31467,トミー,2
31468,猛牛,1
31469,ピュー,1
31470,ウェンズデー,1
31471,フェ,3
31472,ライダーディエンド,1
31473,ライダーフォーゼ,3
31474,バスターズ,2
31475,ザック・エフロン,1
31476,スラー,1
31477,悟空,2
31478,武装,2
31479,BIO,1
31480,クレイ,2
31481,リュクス,1
31482,大川,1
31483,Fashion,3
31484,HIV,1
31485,2490,1
31486,ゲルマニウム,1
31487,Greena,1
31488,Collection,4
31489,駐在,2
31490,バーグマン,1
31491,Grazia,1
31492,生方,1
31493,ななえ,1
31494,毘沙門,1
31495,寅,1
31496,京成,1
31497,良観,1
31498,レングス,1
31499,メイカー,3
31500,waai,1
31501,真琴,4
31502,炯子,2
31503,風林,1
31504,稲造,1
31505,chapter,4
31506,河原,1
31507,和音,2
31508,ブラバン,1
31509,パゴダ,1
31510,雨傘,1
31511,Cesare,1
31512,Designs,1
31513,むつみ,1
31514,フリーダ,1
31515,Liv,3
31516,SCHOOL,1
31517,JERSEY,1
31518,sportif,1
31519,日ざし,1
31520,rin,1
31521,5033,1
31522,515,2
31523,トレハロース,1
31524,雲南,1
31525,火鍋,3
31526,ファンデ,2
31527,単色,1
31528,ブライトニング,2
31529,チークス,1
31530,クワント,1
31531,グレイス,1
31532,コディントン,1
31533,ヴィダルサスーン,1
31534,早田,1
31535,みず,1
31536,納戸,3
31537,上出,1
31538,アベンヌ,1
31539,OKITE,1
31540,eureka,1
31541,everyone,1
31542,samurai,1
31543,phytoncide,1
31544,clock,2
31545,Maciek,1
31546,Drejak,1
31547,Labs,1
31548,Communications,3
31549,Hakuhodo,1
31550,DY,1
31551,media,1
31552,partners,1
31553,ユメ,1
31554,カレシ,2
31555,CDver,1
31556,萩,1
31557,haginokatase,1
31558,120503,1
31559,おりもの,3
31560,体位,4
31561,前戯,1
31562,交接,1
31563,スパークス,1
31564,ヒックス,1
31565,MADURiCA,1
31566,por,1
31567,DIFINO,1
31568,バクハツ,1
31569,分け目,1
31570,naomi,1
31571,120516,1
31572,持ち家,3
31573,バカンス,2
31574,髪飾り,1
31575,隠し部屋,1
31576,くくり,1
31577,熊井,1
31578,スマホデビュー,1
31579,押下,2
31580,ピクチャ,1
31581,access,1
31582,389,2
31583,HTJ,2
31584,DOMKK,2
31585,スマホラインナップ,1
31586,ティザーサイト,1
31587,softbank,1
31588,WORLDWING,1
31589,1001701,1
31590,156,1
31591,小数,2
31592,パワフルスマホ,1
31593,ranking,1
31594,send,1
31595,球速,1
31596,SnapDragon,1
31597,レグザリンク・シェア,1
31598,ネコ耳,2
31599,買物,2
31600,Optimous,1
31601,ペブル,1
31602,明後日,1
31603,七輪,3
31604,UAA,1
31605,8660,2
31606,Pebble,1
31607,Marble,2
31608,Beam,4
31609,Mega,1
31610,Shutter,2
31611,Lag,1
31612,BIS,3
31613,コーデック,3
31614,DivX,1
31615,Recording,1
31616,photo,2
31617,AllShare,1
31618,tag,2
31619,Unpacked,2
31620,Designed,1
31621,Humans,1
31622,Version,1
31623,雹,1
31624,ネタアプリ,1
31625,釣り竿,1
31626,釣り場,1
31627,ひよこ,1
31628,とうき,1
31629,さかな,1
31630,CatFishing,1
31631,激速,2
31632,ゲキ,2
31633,ハヤ,2
31634,引っかかり,1
31635,Sonic,1
31636,Hedgehog,1
31637,Episode,1
31638,bright,2
31639,miniUSIM,1
31640,Polaris,1
31641,Streat,2
31642,Casual,2
31643,water,2
31644,Dolby,2
31645,物品,1
31646,AAF,3
31647,トランスミッタ,2
31648,FMWORLD,2
31649,IME,2
31650,ビリング,2
31651,DOCOMO,2
31652,サマイマル,1
31653,アニソン,1
31654,デッドライン,1
31655,893,1
31656,honkidasu,1
31657,tokei,1
31658,ジャイロスコープ,2
31659,microHDMI,2
31660,Shop,2
31661,テンキー,1
31662,鳥山,1
31663,inline,1
31664,png,2
31665,英数,2
31666,WACOM,1
31667,Layer,1
31668,Paint,1
31669,brush,1
31670,nattou,1
31671,アルバーノ,1
31672,8690,1
31673,モメンタム,2
31674,Velocity,1
31675,Incredible,1
31676,LEVEL,1
31677,アーケード,2
31678,ドコモダケファミリー,1
31679,トロ,2
31680,名城,1
31681,OSAKA,2
31682,spc,1
31683,個体,2
31684,菊,1
31685,みく,1
31686,SHII,2
31687,許認可,1
31688,URTRA,2
31689,傾き,2
31690,ExmorR,1
31691,4430,2
31692,148,2
31693,頭金,2
31694,モバイルウィジェット,1
31695,点滅,2
31696,キャンセラ,1
31697,ルミナス,1
31698,Multiple,1
31699,えど,2
31700,英一,2
31701,当月,1
31702,違約,2
31703,ラスタ,2
31704,CEATEC,3
31705,1305,1
31706,リアリティー,2
31707,VIII,2
31708,qHD,2
31709,EMNet,1
31710,割り引き,2
31711,1089,1
31712,モデム,2
31713,MAGI,1
31714,孝司,1
31715,Pantech,1
31716,テレコム,2
31717,Adreno,2
31718,DMB,2
31719,PSN,3
31720,cp,1
31721,バッテーリー,1
31722,コンベア,1
31723,剣幕,2
31724,WALKMAN,2
31725,VPT,1
31726,月別,1
31727,Gracenote,1
31728,各階,1
31729,travel,1
31730,新橋,3
31731,パサージュ,1
31732,リサイズ,1
31733,CANON,4
31734,GATEWAY,1
31735,すぎやま,1
31736,Andoroid,3
31737,ショーケース,3
31738,玄,3
31739,Nobutsugu,1
31740,Sugiyama,1
31741,cosplayshowcase,1
31742,ｌ,1
31743,覚え書き,2
31744,区間,2
31745,幾ら,1
31746,たいち,1
31747,精算,2
31748,gorogoro,1
31749,定型,2
31750,エンゲージ,3
31751,マーセル・トルコウスキー,1
31752,原石,3
31753,クッリプボード,1
31754,レグザタブレット,1
31755,332,4
31756,道順,1
31757,happyoukai,1
31758,NVIDIAR,1
31759,TegraR,1
31760,1313,2
31761,trade,2
31762,リフレクトバリアパネル,1
31763,キワモノ,1
31764,create,1
31765,BACK,3
31766,XperiaTM,2
31767,Nagoya,2
31768,77,1
31769,NAGOYA,1
31770,キッズケータイ,1
31771,×GA,2
31772,exelco,1
31773,オラララオラオラオラオラオラオラオラオラオラオラ,1
31774,kumadot,1
31775,頚部,1
31776,実直,2
31777,寸言,1
31778,コルピ,1
31779,克則,1
31780,セカンドレグ,1
31781,シャルケ,1
31782,棒っ切れ,1
31783,筋違い,1
31784,決まり手,1
31785,グルーピー,1
31786,毒牙,1
31787,差し止め,3
31788,復調,1
31789,北風,1
31790,華菜,2
31791,ロメロ,1
31792,フォーレ,1
31793,マイクハーフナー,1
31794,ハーフナーマイク,1
31795,Oh,2
31796,どや,2
31797,TOGETER,1
31798,リールセ,2
31799,END,2
31800,桂治,1
31801,立山,1
31802,山なり,1
31803,アゼルバイジャン,1
31804,由希,1
31805,なぎさ,1
31806,粗食,1
31807,佑二,2
31808,杉崎,4
31809,ティエリ,1
31810,アンリ,1
31811,若槻,3
31812,一茂,3
31813,大館,1
31814,昌美,1
31815,乗り逃げ,1
31816,美央,1
31817,サンジャポ,2
31818,獣姦,1
31819,照会,2
31820,香葉子,1
31821,朴,2
31822,風見,2
31823,あんこ,1
31824,クラッカー,3
31825,ジャル,2
31826,牛舎,1
31827,小春,1
31828,IHC,1
31829,在特,1
31830,ヒトラー,3
31831,冨永,2
31832,徴用,1
31833,KARI,1
31834,侵攻,1
31835,Stars,2
31836,Stripes,1
31837,leaving,1
31838,ハンギョレ,2
31839,待遇,3
31840,身代,1
31841,明博,2
31842,イリアン,1
31843,生保,1
31844,オリラジ,1
31845,Dig,1
31846,IOC,2
31847,Doha,1
31848,Baku,1
31849,race,1
31850,Olympics,1
31851,機先,1
31852,民度,3
31853,のちほど,1
31854,何分,1
31855,ポテコ,1
31856,ドアラ,4
31857,軽妙,4
31858,ペットッボトルホルダー,1
31859,カクカクシカジカ,1
31860,カサカサシカジカ,1
31861,ゴクゴクシカジカ,1
31862,年波,1
31863,Secret,2
31864,篭絡,1
31865,色香,2
31866,先回り,1
31867,サンチュ,3
31868,手とり,1
31869,足とり,1
31870,今晩,2
31871,上下水,1
31872,盆休み,2
31873,無税,1
31874,ブルネイ,1
31875,バハマ,1
31876,セーシェル,1
31877,中位,2
31878,夕陽,1
31879,しっぽ,2
31880,ノラ,1
31881,飼い猫,1
31882,幸枝,4
31883,ユカコ,2
31884,無碍,1
31885,郷愁,3
31886,リーダ,2
31887,持ちもの,1
31888,晩飯,1
31889,メル友,2
31890,予知,3
31891,ボギー,1
31892,一節,3
31893,独り者,2
31894,食通,2
31895,おふくろ,1
31896,出来合い,1
31897,新ジャガ,1
31898,イモ,3
31899,涼太,1
31900,靖史,1
31901,煮汁,1
31902,飴色,1
31903,Rules,1
31904,COBS,3
31905,本著,1
31906,範疇,2
31907,江子,1
31908,HER,1
31909,ドント,2
31910,クライ,1
31911,ワケあり,2
31912,スパーク,3
31913,閃光,3
31914,mirror,1
31915,boal,1
31916,flashing,1
31917,magic,1
31918,表題,3
31919,リビドー,3
31920,サンライズ,1
31921,ブタペスト,3
31922,ヨーク,1
31923,ハンドバッグ,4
31924,Abelia,1
31925,Polo,1
31926,Tomena,1
31927,Logo,1
31928,Hoodie,1
31929,Chain,1
31930,センセ,2
31931,伏字,1
31932,シモネーゼ,2
31933,メット,2
31934,しい,3
31935,houjoh,2
31936,ライフライン,2
31937,携行,1
31938,車中,4
31939,防火,1
31940,人手,2
31941,相乗り,1
31942,ぜめ,1
31943,946,1
31944,やきもち,2
31945,ナナメ,1
31946,ミヨ,1
31947,吉永,1
31948,試供,3
31949,根ほり,1
31950,葉ほり,1
31951,もめ事,1
31952,グルーブ,3
31953,ヤヨイ,1
31954,たより,4
31955,慰留,3
31956,この方,1
31957,入れ物,1
31958,思いつき,4
31959,光江,1
31960,ナルシシズム,2
31961,はめ,4
31962,選民,1
31963,ヒエラルキー,2
31964,害,2
31965,奏功,2
31966,梅雨入り,2
31967,敏子,1
31968,クセ毛,1
31969,ヒンシュク,1
31970,まとめ髪,3
31971,コンポスト,1
31972,糠,1
31973,加奈子,2
31974,手提げ,1
31975,取っ手,1
31976,長雨,1
31977,栄美,1
31978,1800,2
31979,きょうだい,3
31980,末っ子,3
31981,完済,3
31982,プリマ,3
31983,パラノ,1
31984,イド,2
31985,felt,1
31986,入魂,1
31987,従姉,1
31988,半裸,1
31989,レオタード,2
31990,フラメンコ,2
31991,一芸,4
31992,血縁,3
31993,弾き語り,3
31994,バレバレ,2
31995,用心,2
31996,どん詰まり,1
31997,ツモ,1
31998,アシ,3
31999,イブニング,3
32000,ヨメ,2
32001,介助,1
32002,茂原,2
32003,レイクウッズガーデン,1
32004,だっこ,1
32005,JAHA,1
32006,リレクエーション,1
32007,AAT,1
32008,AAE,1
32009,は虫,1
32010,つがい,1
32011,カピバラ,1
32012,はなこ,3
32013,放し飼い,3
32014,ピクニック,1
32015,経年,3
32016,バロメーター,2
32017,合い言葉,1
32018,デルツマールオリジナル,1
32019,OYRS,1
32020,オィラス,1
32021,アゲハ,2
32022,立ち話,3
